week_ended,reflecting_week_end,fips_code,state_name,initial_claims,continued_claims,covered_employment,insured_unemployment_rate,Timestamp,Date,ID Geography,Geography
11/14/2020,11/7/2020,04000US19,Iowa,5992,34802,1535919,2.27,1.60533E+12,"November 14th, 2020",04000US19,Iowa
11/14/2020,11/7/2020,04000US21,Kentucky,8133,51714,1899546,2.72,1.60533E+12,"November 14th, 2020",04000US21,Kentucky
11/14/2020,11/7/2020,04000US22,Louisiana,10045,91023,1887456,4.82,1.60533E+12,"November 14th, 2020",04000US22,Louisiana
11/14/2020,11/7/2020,04000US28,Mississippi,3364,35034,1110495,3.15,1.60533E+12,"November 14th, 2020",04000US28,Mississippi
11/14/2020,11/7/2020,04000US44,Rhode Island,2836,14945,474882,3.15,1.60533E+12,"November 14th, 2020",04000US44,Rhode Island
11/7/2020,10/31/2020,04000US19,Iowa,5217,35213,1535919,2.29,1.60473E+12,"November 7th, 2020",04000US19,Iowa
11/7/2020,10/31/2020,04000US21,Kentucky,4363,50778,1899546,2.67,1.60473E+12,"November 7th, 2020",04000US21,Kentucky
11/7/2020,10/31/2020,04000US22,Louisiana,10045,98935,1887456,5.24,1.60473E+12,"November 7th, 2020",04000US22,Louisiana
11/7/2020,10/31/2020,04000US28,Mississippi,3690,38767,1110495,3.49,1.60473E+12,"November 7th, 2020",04000US28,Mississippi
11/7/2020,10/31/2020,04000US44,Rhode Island,2437,15766,474882,3.32,1.60473E+12,"November 7th, 2020",04000US44,Rhode Island
10/31/2020,10/24/2020,04000US19,Iowa,4609,36982,1535919,2.41,1.60412E+12,"October 31st, 2020",04000US19,Iowa
10/31/2020,10/24/2020,04000US21,Kentucky,9193,58831,1899546,3.1,1.60412E+12,"October 31st, 2020",04000US21,Kentucky
10/31/2020,10/24/2020,04000US22,Louisiana,8419,115350,1887456,6.11,1.60412E+12,"October 31st, 2020",04000US22,Louisiana
10/31/2020,10/24/2020,04000US28,Mississippi,3619,41440,1110495,3.73,1.60412E+12,"October 31st, 2020",04000US28,Mississippi
10/31/2020,10/24/2020,04000US44,Rhode Island,3172,16470,474882,3.47,1.60412E+12,"October 31st, 2020",04000US44,Rhode Island
10/24/2020,10/17/2020,04000US19,Iowa,4351,39825,1535919,2.59,1.60351E+12,"October 24th, 2020",04000US19,Iowa
10/24/2020,10/17/2020,04000US21,Kentucky,5325,61867,1899546,3.26,1.60351E+12,"October 24th, 2020",04000US21,Kentucky
10/24/2020,10/17/2020,04000US22,Louisiana,9943,128378,1887456,6.8,1.60351E+12,"October 24th, 2020",04000US22,Louisiana
10/24/2020,10/17/2020,04000US28,Mississippi,3231,46448,1110495,4.18,1.60351E+12,"October 24th, 2020",04000US28,Mississippi
10/24/2020,10/17/2020,04000US44,Rhode Island,3127,17947,474882,3.78,1.60351E+12,"October 24th, 2020",04000US44,Rhode Island
10/17/2020,10/10/2020,04000US19,Iowa,4215,42103,1535919,2.74,1.60291E+12,"October 17th, 2020",04000US19,Iowa
10/17/2020,10/10/2020,04000US21,Kentucky,5951,73637,1899546,3.88,1.60291E+12,"October 17th, 2020",04000US21,Kentucky
10/17/2020,10/10/2020,04000US22,Louisiana,13039,146622,1887456,7.77,1.60291E+12,"October 17th, 2020",04000US22,Louisiana
10/17/2020,10/10/2020,04000US28,Mississippi,3609,52168,1110495,4.7,1.60291E+12,"October 17th, 2020",04000US28,Mississippi
10/17/2020,10/10/2020,04000US44,Rhode Island,2437,19638,474882,4.14,1.60291E+12,"October 17th, 2020",04000US44,Rhode Island
10/10/2020,10/3/2020,04000US19,Iowa,4192,46409,1535919,3.02,1.6023E+12,"October 10th, 2020",04000US19,Iowa
10/10/2020,10/3/2020,04000US21,Kentucky,5969,80246,1899546,4.22,1.6023E+12,"October 10th, 2020",04000US21,Kentucky
10/10/2020,10/3/2020,04000US22,Louisiana,13577,165320,1887456,8.76,1.6023E+12,"October 10th, 2020",04000US22,Louisiana
10/10/2020,10/3/2020,04000US28,Mississippi,3657,56309,1110495,5.07,1.6023E+12,"October 10th, 2020",04000US28,Mississippi
10/10/2020,10/3/2020,04000US44,Rhode Island,3059,22523,474882,4.74,1.6023E+12,"October 10th, 2020",04000US44,Rhode Island
10/3/2020,9/26/2020,04000US19,Iowa,4288,51560,1532562,3.36,1.6017E+12,"October 3rd, 2020",04000US19,Iowa
10/3/2020,9/26/2020,04000US21,Kentucky,5687,94187,1896673,4.97,1.6017E+12,"October 3rd, 2020",04000US21,Kentucky
10/3/2020,9/26/2020,04000US22,Louisiana,13461,195223,1889866,10.33,1.6017E+12,"October 3rd, 2020",04000US22,Louisiana
10/3/2020,9/26/2020,04000US28,Mississippi,4032,68735,1110126,6.19,1.6017E+12,"October 3rd, 2020",04000US28,Mississippi
10/3/2020,9/26/2020,04000US44,Rhode Island,2801,26879,474428,5.67,1.6017E+12,"October 3rd, 2020",04000US44,Rhode Island
9/26/2020,9/19/2020,04000US19,Iowa,4616,58419,1532562,3.81,1.60109E+12,"September 26th, 2020",04000US19,Iowa
9/26/2020,9/19/2020,04000US21,Kentucky,7520,100938,1896673,5.32,1.60109E+12,"September 26th, 2020",04000US21,Kentucky
9/26/2020,9/19/2020,04000US22,Louisiana,16296,214860,1889866,11.37,1.60109E+12,"September 26th, 2020",04000US22,Louisiana
9/26/2020,9/19/2020,04000US28,Mississippi,4653,75175,1110126,6.77,1.60109E+12,"September 26th, 2020",04000US28,Mississippi
9/26/2020,9/19/2020,04000US44,Rhode Island,3098,31964,474428,6.74,1.60109E+12,"September 26th, 2020",04000US44,Rhode Island
9/19/2020,9/12/2020,04000US19,Iowa,6117,62938,1532562,4.11,1.60049E+12,"September 19th, 2020",04000US19,Iowa
9/19/2020,9/12/2020,04000US21,Kentucky,8413,112884,1896673,5.95,1.60049E+12,"September 19th, 2020",04000US21,Kentucky
9/19/2020,9/12/2020,04000US22,Louisiana,14842,238724,1889866,12.63,1.60049E+12,"September 19th, 2020",04000US22,Louisiana
9/19/2020,9/12/2020,04000US28,Mississippi,5180,84253,1110126,7.59,1.60049E+12,"September 19th, 2020",04000US28,Mississippi
9/19/2020,9/12/2020,04000US44,Rhode Island,2830,38774,474428,8.17,1.60049E+12,"September 19th, 2020",04000US44,Rhode Island
9/12/2020,9/5/2020,04000US19,Iowa,4652,65422,1532562,4.27,1.59988E+12,"September 12th, 2020",04000US19,Iowa
9/12/2020,9/5/2020,04000US21,Kentucky,8672,106835,1896673,5.63,1.59988E+12,"September 12th, 2020",04000US21,Kentucky
9/12/2020,9/5/2020,04000US22,Louisiana,16182,250244,1889866,13.24,1.59988E+12,"September 12th, 2020",04000US22,Louisiana
9/12/2020,9/5/2020,04000US28,Mississippi,4535,87107,1110126,7.85,1.59988E+12,"September 12th, 2020",04000US28,Mississippi
9/12/2020,9/5/2020,04000US44,Rhode Island,3026,45841,474428,9.66,1.59988E+12,"September 12th, 2020",04000US44,Rhode Island
9/5/2020,8/29/2020,04000US19,Iowa,5252,70953,1532562,4.63,1.59928E+12,"September 5th, 2020",04000US19,Iowa
9/5/2020,8/29/2020,04000US21,Kentucky,9285,119639,1896673,6.31,1.59928E+12,"September 5th, 2020",04000US21,Kentucky
9/5/2020,8/29/2020,04000US22,Louisiana,24566,256184,1889866,13.56,1.59928E+12,"September 5th, 2020",04000US22,Louisiana
9/5/2020,8/29/2020,04000US28,Mississippi,4363,95012,1110126,8.56,1.59928E+12,"September 5th, 2020",04000US28,Mississippi
9/5/2020,8/29/2020,04000US44,Rhode Island,3251,44829,474428,9.45,1.59928E+12,"September 5th, 2020",04000US44,Rhode Island
8/29/2020,8/22/2020,04000US19,Iowa,5914,75877,1532562,4.95,1.59867E+12,"August 29th, 2020",04000US19,Iowa
8/29/2020,8/22/2020,04000US21,Kentucky,16504,116383,1896673,6.14,1.59867E+12,"August 29th, 2020",04000US21,Kentucky
8/29/2020,8/22/2020,04000US22,Louisiana,16191,249610,1889866,13.21,1.59867E+12,"August 29th, 2020",04000US22,Louisiana
8/29/2020,8/22/2020,04000US28,Mississippi,4465,84480,1110126,7.61,1.59867E+12,"August 29th, 2020",04000US28,Mississippi
8/29/2020,8/22/2020,04000US44,Rhode Island,3680,47405,474428,9.99,1.59867E+12,"August 29th, 2020",04000US44,Rhode Island
8/22/2020,8/15/2020,04000US19,Iowa,6384,83312,1532562,5.44,1.59807E+12,"August 22nd, 2020",04000US19,Iowa
8/22/2020,8/15/2020,04000US21,Kentucky,16321,127603,1896673,6.73,1.59807E+12,"August 22nd, 2020",04000US21,Kentucky
8/22/2020,8/15/2020,04000US22,Louisiana,12529,250720,1889866,13.27,1.59807E+12,"August 22nd, 2020",04000US22,Louisiana
8/22/2020,8/15/2020,04000US28,Mississippi,4496,90458,1110126,8.15,1.59807E+12,"August 22nd, 2020",04000US28,Mississippi
8/22/2020,8/15/2020,04000US44,Rhode Island,3186,49423,474428,10.42,1.59807E+12,"August 22nd, 2020",04000US44,Rhode Island
8/15/2020,8/8/2020,04000US19,Iowa,5997,82442,1532562,5.38,1.59746E+12,"August 15th, 2020",04000US19,Iowa
8/15/2020,8/8/2020,04000US21,Kentucky,18266,128187,1896673,6.76,1.59746E+12,"August 15th, 2020",04000US21,Kentucky
8/15/2020,8/8/2020,04000US22,Louisiana,14365,255068,1889866,13.5,1.59746E+12,"August 15th, 2020",04000US22,Louisiana
8/15/2020,8/8/2020,04000US28,Mississippi,6496,95913,1110126,8.64,1.59746E+12,"August 15th, 2020",04000US28,Mississippi
8/15/2020,8/8/2020,04000US44,Rhode Island,2683,51095,474428,10.77,1.59746E+12,"August 15th, 2020",04000US44,Rhode Island
8/8/2020,8/1/2020,04000US19,Iowa,4888,92100,1532562,6.01,1.59686E+12,"August 8th, 2020",04000US19,Iowa
8/8/2020,8/1/2020,04000US21,Kentucky,17465,141583,1896673,7.46,1.59686E+12,"August 8th, 2020",04000US21,Kentucky
8/8/2020,8/1/2020,04000US22,Louisiana,11131,299974,1889866,15.87,1.59686E+12,"August 8th, 2020",04000US22,Louisiana
8/8/2020,8/1/2020,04000US28,Mississippi,5452,138762,1110126,12.5,1.59686E+12,"August 8th, 2020",04000US28,Mississippi
8/8/2020,8/1/2020,04000US44,Rhode Island,3324,55965,474428,11.8,1.59686E+12,"August 8th, 2020",04000US44,Rhode Island
8/1/2020,7/25/2020,04000US19,Iowa,6314,104316,1532562,6.81,1.59625E+12,"August 1st, 2020",04000US19,Iowa
8/1/2020,7/25/2020,04000US21,Kentucky,21020,136509,1896673,7.2,1.59625E+12,"August 1st, 2020",04000US21,Kentucky
8/1/2020,7/25/2020,04000US22,Louisiana,13402,327467,1889866,17.33,1.59625E+12,"August 1st, 2020",04000US22,Louisiana
8/1/2020,7/25/2020,04000US28,Mississippi,6777,121168,1110126,10.91,1.59625E+12,"August 1st, 2020",04000US28,Mississippi
8/1/2020,7/25/2020,04000US44,Rhode Island,3722,60470,474428,12.75,1.59625E+12,"August 1st, 2020",04000US44,Rhode Island
7/25/2020,7/18/2020,04000US19,Iowa,6970,110042,1532562,7.18,1.59565E+12,"July 25th, 2020",04000US19,Iowa
7/25/2020,7/18/2020,04000US21,Kentucky,21041,141055,1896673,7.44,1.59565E+12,"July 25th, 2020",04000US21,Kentucky
7/25/2020,7/18/2020,04000US22,Louisiana,18511,324357,1889866,17.16,1.59565E+12,"July 25th, 2020",04000US22,Louisiana
7/25/2020,7/18/2020,04000US28,Mississippi,9169,104109,1110126,9.38,1.59565E+12,"July 25th, 2020",04000US28,Mississippi
7/25/2020,7/18/2020,04000US44,Rhode Island,3635,63285,474428,13.34,1.59565E+12,"July 25th, 2020",04000US44,Rhode Island
7/18/2020,7/11/2020,04000US19,Iowa,8807,115930,1532562,7.56,1.59504E+12,"July 18th, 2020",04000US19,Iowa
7/18/2020,7/11/2020,04000US21,Kentucky,24488,145825,1896673,7.69,1.59504E+12,"July 18th, 2020",04000US21,Kentucky
7/18/2020,7/11/2020,04000US22,Louisiana,32079,313117,1889866,16.57,1.59504E+12,"July 18th, 2020",04000US22,Louisiana
7/18/2020,7/11/2020,04000US28,Mississippi,12094,122686,1110126,11.05,1.59504E+12,"July 18th, 2020",04000US28,Mississippi
7/18/2020,7/11/2020,04000US44,Rhode Island,3258,63177,474428,13.32,1.59504E+12,"July 18th, 2020",04000US44,Rhode Island
7/11/2020,7/4/2020,04000US19,Iowa,10653,134284,1532562,8.76,1.59444E+12,"July 11th, 2020",04000US19,Iowa
7/11/2020,7/4/2020,04000US21,Kentucky,24544,158381,1896673,8.35,1.59444E+12,"July 11th, 2020",04000US21,Kentucky
7/11/2020,7/4/2020,04000US22,Louisiana,26351,312893,1889866,16.56,1.59444E+12,"July 11th, 2020",04000US22,Louisiana
7/11/2020,7/4/2020,04000US28,Mississippi,12223,100191,1110126,9.03,1.59444E+12,"July 11th, 2020",04000US28,Mississippi
7/11/2020,7/4/2020,04000US44,Rhode Island,3133,65377,474428,13.78,1.59444E+12,"July 11th, 2020",04000US44,Rhode Island
7/4/2020,6/27/2020,04000US19,Iowa,9957,134215,1531621,8.76,1.59384E+12,"July 4th, 2020",04000US19,Iowa
7/4/2020,6/27/2020,04000US21,Kentucky,23282,150522,1893451,7.95,1.59384E+12,"July 4th, 2020",04000US21,Kentucky
7/4/2020,6/27/2020,04000US22,Louisiana,31417,313157,1891334,16.56,1.59384E+12,"July 4th, 2020",04000US22,Louisiana
7/4/2020,6/27/2020,04000US28,Mississippi,11266,137330,1109819,12.37,1.59384E+12,"July 4th, 2020",04000US28,Mississippi
7/4/2020,6/27/2020,04000US44,Rhode Island,3436,66304,473597,14,1.59384E+12,"July 4th, 2020",04000US44,Rhode Island
6/27/2020,6/20/2020,04000US19,Iowa,7732,141748,1531621,9.25,1.59323E+12,"June 27th, 2020",04000US19,Iowa
6/27/2020,6/20/2020,04000US21,Kentucky,30640,159343,1893451,8.42,1.59323E+12,"June 27th, 2020",04000US21,Kentucky
6/27/2020,6/20/2020,04000US22,Louisiana,21976,306089,1891334,16.18,1.59323E+12,"June 27th, 2020",04000US22,Louisiana
6/27/2020,6/20/2020,04000US28,Mississippi,13673,147624,1109819,13.3,1.59323E+12,"June 27th, 2020",04000US28,Mississippi
6/27/2020,6/20/2020,04000US44,Rhode Island,3229,67100,473597,14.17,1.59323E+12,"June 27th, 2020",04000US44,Rhode Island
6/20/2020,6/13/2020,04000US19,Iowa,8208,152781,1531621,9.98,1.59263E+12,"June 20th, 2020",04000US19,Iowa
6/20/2020,6/13/2020,04000US21,Kentucky,24846,171917,1893451,9.08,1.59263E+12,"June 20th, 2020",04000US21,Kentucky
6/20/2020,6/13/2020,04000US22,Louisiana,19524,300389,1891334,15.88,1.59263E+12,"June 20th, 2020",04000US22,Louisiana
6/20/2020,6/13/2020,04000US28,Mississippi,15230,97069,1109819,8.75,1.59263E+12,"June 20th, 2020",04000US28,Mississippi
6/20/2020,6/13/2020,04000US44,Rhode Island,4014,69236,473597,14.62,1.59263E+12,"June 20th, 2020",04000US44,Rhode Island
6/13/2020,6/6/2020,04000US19,Iowa,9069,152739,1531621,9.97,1.59202E+12,"June 13th, 2020",04000US19,Iowa
6/13/2020,6/6/2020,04000US21,Kentucky,37650,180952,1893451,9.56,1.59202E+12,"June 13th, 2020",04000US21,Kentucky
6/13/2020,6/6/2020,04000US22,Louisiana,23122,306358,1891334,16.2,1.59202E+12,"June 13th, 2020",04000US22,Louisiana
6/13/2020,6/6/2020,04000US28,Mississippi,18407,123192,1109819,11.1,1.59202E+12,"June 13th, 2020",04000US28,Mississippi
6/13/2020,6/6/2020,04000US44,Rhode Island,2641,73083,473597,15.43,1.59202E+12,"June 13th, 2020",04000US44,Rhode Island
6/6/2020,5/30/2020,04000US19,Iowa,9488,158268,1531621,10.33,1.59142E+12,"June 6th, 2020",04000US19,Iowa
6/6/2020,5/30/2020,04000US21,Kentucky,40733,197472,1893451,10.43,1.59142E+12,"June 6th, 2020",04000US21,Kentucky
6/6/2020,5/30/2020,04000US22,Louisiana,21879,305083,1891334,16.13,1.59142E+12,"June 6th, 2020",04000US22,Louisiana
6/6/2020,5/30/2020,04000US28,Mississippi,21283,148902,1109819,13.42,1.59142E+12,"June 6th, 2020",04000US28,Mississippi
6/6/2020,5/30/2020,04000US44,Rhode Island,3518,76946,473597,16.25,1.59142E+12,"June 6th, 2020",04000US44,Rhode Island
5/30/2020,5/23/2020,04000US19,Iowa,6449,162562,1531621,10.61,1.59081E+12,"May 30th, 2020",04000US19,Iowa
5/30/2020,5/23/2020,04000US21,Kentucky,43013,205804,1893451,10.87,1.59081E+12,"May 30th, 2020",04000US21,Kentucky
5/30/2020,5/23/2020,04000US22,Louisiana,19334,301598,1891334,15.95,1.59081E+12,"May 30th, 2020",04000US22,Louisiana
5/30/2020,5/23/2020,04000US28,Mississippi,24014,174808,1109819,15.75,1.59081E+12,"May 30th, 2020",04000US28,Mississippi
5/30/2020,5/23/2020,04000US44,Rhode Island,2748,78496,473597,16.57,1.59081E+12,"May 30th, 2020",04000US44,Rhode Island
5/23/2020,5/16/2020,04000US19,Iowa,13723,178559,1531621,11.66,1.59021E+12,"May 23rd, 2020",04000US19,Iowa
5/23/2020,5/16/2020,04000US21,Kentucky,54023,245804,1893451,12.98,1.59021E+12,"May 23rd, 2020",04000US21,Kentucky
5/23/2020,5/16/2020,04000US22,Louisiana,23961,328409,1891334,17.36,1.59021E+12,"May 23rd, 2020",04000US22,Louisiana
5/23/2020,5/16/2020,04000US28,Mississippi,23856,184150,1109819,16.59,1.59021E+12,"May 23rd, 2020",04000US28,Mississippi
5/23/2020,5/16/2020,04000US44,Rhode Island,2937,87966,473597,18.57,1.59021E+12,"May 23rd, 2020",04000US44,Rhode Island
5/16/2020,5/9/2020,04000US19,Iowa,12056,184641,1531621,12.06,1.5896E+12,"May 16th, 2020",04000US19,Iowa
5/16/2020,5/9/2020,04000US21,Kentucky,47321,246575,1893451,13.02,1.5896E+12,"May 16th, 2020",04000US21,Kentucky
5/16/2020,5/9/2020,04000US22,Louisiana,28545,326504,1891334,17.26,1.5896E+12,"May 16th, 2020",04000US22,Louisiana
5/16/2020,5/9/2020,04000US28,Mississippi,24242,189886,1109819,17.11,1.5896E+12,"May 16th, 2020",04000US28,Mississippi
5/16/2020,5/9/2020,04000US44,Rhode Island,3883,89247,473597,18.84,1.5896E+12,"May 16th, 2020",04000US44,Rhode Island
5/9/2020,5/2/2020,04000US19,Iowa,15820,189643,1531621,12.38,1.589E+12,"May 9th, 2020",04000US19,Iowa
5/9/2020,5/2/2020,04000US21,Kentucky,69372,253186,1893451,13.37,1.589E+12,"May 9th, 2020",04000US21,Kentucky
5/9/2020,5/2/2020,04000US22,Louisiana,40125,325136,1891334,17.19,1.589E+12,"May 9th, 2020",04000US22,Louisiana
5/9/2020,5/2/2020,04000US28,Mississippi,23618,208270,1109819,18.77,1.589E+12,"May 9th, 2020",04000US28,Mississippi
5/9/2020,5/2/2020,04000US44,Rhode Island,6245,94083,473597,19.87,1.589E+12,"May 9th, 2020",04000US44,Rhode Island
5/2/2020,4/25/2020,04000US19,Iowa,23241,179610,1531621,11.73,1.58839E+12,"May 2nd, 2020",04000US19,Iowa
5/2/2020,4/25/2020,04000US21,Kentucky,69372,256200,1893451,13.53,1.58839E+12,"May 2nd, 2020",04000US21,Kentucky
5/2/2020,4/25/2020,04000US22,Louisiana,50941,310013,1891334,16.39,1.58839E+12,"May 2nd, 2020",04000US22,Louisiana
5/2/2020,4/25/2020,04000US28,Mississippi,25745,162078,1109819,14.6,1.58839E+12,"May 2nd, 2020",04000US28,Mississippi
